140.0705474,35.86493527,Bamiyan
139.8037568,35.77403054,Bamiyan
139.7608599,35.78838555,Bamiyan
139.7861429,35.78511382,Bamiyan
139.8108277,35.78452038,Bamiyan
139.6407119,35.77114539,Bamiyan
139.2921694,35.72877285,Bamiyan
139.3732825,35.72242793,Bamiyan
139.4880838,35.77225536,Bamiyan
140.0451864,35.48317776,Bamiyan
139.488401,35.54046038,Bamiyan
139.5293533,35.54313922,Bamiyan
136.9629205,35.0528474,Bamiyan
139.4012002,35.53729038,Bamiyan
139.3566152,35.45040926,Bamiyan
139.3651594,35.42546062,Bamiyan
139.3168884,35.43459333,Bamiyan
139.339857,35.49061152,Bamiyan
139.5497547,35.56838692,Bamiyan
140.063112,35.796527,Bamiyan
140.265776,35.52191186,Bamiyan
140.1153758,35.59964158,Bamiyan
140.0469208,35.65926388,Bamiyan
140.1262311,35.65742956,Bamiyan
140.1773404,35.54790406,Bamiyan
139.4065387,35.33147588,Bamiyan
139.4143517,35.33085866,Bamiyan
140.1921004,35.61435089,Bamiyan
139.6021612,35.67037183,Bamiyan
139.541983,35.64868962,Bamiyan
139.575609,35.65582471,Bamiyan
139.4689764,35.41903991,Bamiyan
138.847726,37.419829,Bamiyan
138.810959,37.455074,Bamiyan
135.138039,34.67041281,Bamiyan
135.1417377,34.66038543,Bamiyan
140.394334,35.275042,Bamiyan
139.7856092,35.72563356,Bamiyan
135.0213283,34.65919393,Bamiyan
139.6296959,35.52090855,Bamiyan
139.6054123,35.91825366,Bamiyan
139.6156166,35.94281561,Bamiyan
139.6482861,35.91926914,Bamiyan
139.7076025,35.61413791,Bamiyan
139.3903663,35.42160755,Bamiyan
136.9577327,35.14474963,Bamiyan
139.4941417,35.68468234,Bamiyan
139.5166747,35.85396939,Bamiyan
139.5446691,35.84340689,Bamiyan
139.488859,35.3358895,Bamiyan
139.2849056,36.19241957,Bamiyan
139.9790635,35.73582789,Bamiyan
140.0505324,35.73672499,Bamiyan
139.9947759,35.69062256,Bamiyan
139.9644896,35.7035939,Bamiyan
139.8652253,35.68305438,Bamiyan
139.9867244,35.69806928,Bamiyan
139.7182838,36.19122997,Bamiyan
136.746968,35.377868,Bamiyan
136.7726888,35.43555423,Bamiyan
139.0768122,36.25930336,Bamiyan
139.4582534,36.14036735,Bamiyan
139.3973775,35.62818031,Bamiyan
139.333884,35.65140518,Bamiyan
139.3303744,35.63419981,Bamiyan
139.3024604,35.65338885,Bamiyan
137.7522361,34.75625528,Bamiyan
137.712302,34.777012,Bamiyan
137.7401314,34.67879091,Bamiyan
137.770917,34.7184686,Bamiyan
139.3093819,35.7707705,Bamiyan
139.3191227,35.85363611,Bamiyan
139.5447227,36.16497327,Bamiyan
139.2416297,35.36702201,Bamiyan
139.6444367,35.9466365,Bamiyan
139.3563886,35.59034766,Bamiyan
139.7142656,35.95641533,Bamiyan
139.7404127,35.88450332,Bamiyan
140.3620034,35.56908501,Bamiyan
139.5212736,35.70486162,Bamiyan
139.508151,35.75005729,Bamiyan
139.4084137,36.06581697,Bamiyan
139.472594,35.759924,Bamiyan
140.0770324,35.70237762,Bamiyan
135.59749,34.69729671,Bamiyan
135.5793863,34.67261993,Bamiyan
139.4388879,35.74669471,Bamiyan
134.6216054,34.80713244,Bamiyan
139.6882657,35.62487119,Bamiyan
139.3718965,35.66563153,Bamiyan
135.5533582,34.63307438,Bamiyan
135.5593551,34.62051594,Bamiyan
132.5230527,34.48145961,Bamiyan
140.6293024,36.55694468,Bamiyan
139.1908568,36.23117932,Bamiyan
139.5946541,35.45864545,Bamiyan
140.6619928,35.88974029,Bamiyan
140.4994324,36.44334754,Bamiyan
139.799908,36.108802,Bamiyan
140.3093583,36.3445518,Bamiyan
140.0988721,35.52482398,Bamiyan
140.1414757,35.51145884,Bamiyan
139.9490942,35.74048878,Bamiyan
135.707036,34.659688,Bamiyan
135.7149417,34.72637252,Bamiyan
139.710557,36.74087696,Bamiyan
139.526397,35.48326671,Bamiyan
